id,cv_text,job_text,label,score_raw,cv_hard_skills,cv_soft_skills,job_hard_skills,job_soft_skills,domain,seniority,match_reason,difficulty
8518,"PROFIL
LLM Engineer junior en AI / NLP / LLM Engineering, base a Remote, avec 1 ans d'experience.

EXPERIENCE
Missions dans le secteur energy. Stack principale: hibernate, powershell, flask, pyramid, c#, solidity, vba, fastapi. Resultats: amelioration des resultats de 11% a 19%.

COMPETENCES
hibernate, powershell, flask, pyramid, c#, solidity, vba, fastapi

SOFT SKILLS
creativity, collaboration, autonomy, critical thinking

CERTIFICATIONS
Aucune certification formelle","Grand compte recherche un LLM Engineer junior pour une equipe AI / NLP / LLM Engineering. Competences requises: f#, pyramid, echo, c#, vba, go. Competences appreciees: go, echo, llama.cpp, active learning, jax, f#. Soft skills: active listening, attention to detail, adaptability, curiosity. Contexte: startup en hypercroissance, secteur energy, localisation Remote.",1,1.0,"[""hibernate"", ""powershell"", ""flask"", ""pyramid"", ""c#"", ""solidity"", ""vba"", ""fastapi""]","[""creativity"", ""collaboration"", ""autonomy"", ""critical thinking""]","[""pyramid"", ""powershell"", ""vba"", ""hibernate"", ""fastapi"", ""c#"", ""go"", ""echo"", ""llama.cpp"", ""active learning"", ""jax"", ""f#""]","[""active listening"", ""attention to detail"", ""adaptability"", ""curiosity""]",AI / NLP / LLM Engineering,junior,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
8519,"Professionnel Product Engineer avec 10 ans d'experience en Full Stack Web Development. J'ai travaille sur express, laravel, azure functions, axum, websocket, gitlab ci, tanstack query, parcel, shadcn/ui, oauth scopes, incident management, teamcity dans des environnements manufacturing. J'apporte adaptability, consulting, coaching, communication, creativity. Certifications: azure fundamentals, cisa. Resultat cle: amelioration des resultats de 20% a 28%.","Poste UI Engineer lead dans le secteur manufacturing. Required: ava, shadcn/ui, azure functions, axum, testcontainers, accessibility testing, parcel, tanstack query, oauth scopes, unit testing. Nice to have: unit testing, accessibility testing, ava, react, framer, figma. Soft skills attendues: active listening, adaptability, teamwork, attention to detail. Contexte: scale-up internationale. Localisation: Remote.",1,1.0,"[""express"", ""laravel"", ""azure functions"", ""axum"", ""websocket"", ""gitlab ci"", ""tanstack query"", ""parcel"", ""shadcn/ui"", ""oauth scopes"", ""incident management"", ""teamcity"", ""preact""]","[""adaptability"", ""consulting"", ""coaching"", ""communication"", ""creativity"", ""conflict resolution"", ""change management""]","[""tanstack query"", ""parcel"", ""laravel"", ""shadcn/ui"", ""azure functions"", ""teamcity"", ""websocket"", ""oauth scopes"", ""axum"", ""testcontainers"", ""maze"", ""svelte"", ""unit testing"", ""accessibility testing"", ""ava""]","[""active listening"", ""adaptability"", ""teamwork"", ""attention to detail"", ""communication"", ""adaptation"", ""agile""]",Frontend Development,lead,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
8520,"Professionnel Solutions Architect avec 12 ans d'experience en Software Architecture / Technical Leadership. J'ai travaille sur mimir, express, beego, new relic, datadog, onion architecture, docker, soap, aws lambda, adonisjs, system design, graphql dans des environnements logistics. J'apporte coaching, attention to detail, cooperation, change management, analytical thinking. Certifications: aws certified data engineer associate, aws certified devops engineer professional. Resultat cle: amelioration des resultats de 22% a 30%.","Startup recherche un API Engineer. Must have: high availability, apache storm, beego, tidb, swagger, system design, mimir, adonisjs, new relic, milvus. Bonus: express, tidb, apache storm, fastapi, memcached, milvus. Le poste demande accountability, agile, consulting, creativity. Domaine: Backend Development. Lieu: Nantes.",1,1.0,"[""mimir"", ""express"", ""beego"", ""new relic"", ""datadog"", ""onion architecture"", ""docker"", ""soap"", ""aws lambda"", ""adonisjs"", ""system design"", ""graphql"", ""high availability"", ""postman"", ""outbox pattern"", ""openshift"", ""containerd"", ""jaeger""]","[""coaching"", ""attention to detail"", ""cooperation"", ""change management"", ""analytical thinking"", ""consulting"", ""creativity""]","[""mimir"", ""system design"", ""docker"", ""openshift"", ""high availability"", ""datadog"", ""beego"", ""containerd"", ""adonisjs"", ""graphql"", ""jaeger"", ""new relic"", ""express"", ""tidb"", ""apache storm"", ""fastapi"", ""memcached"", ""milvus"", ""swagger""]","[""accountability"", ""agile"", ""consulting"", ""creativity"", ""active listening"", ""systems thinking"", ""autonomy""]",Backend Development,lead,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
8521,"Professionnel Cloud Engineer avec 5 ans d'experience en DevOps / Cloud Engineering. J'ai travaille sur argo workflows, dynamodb, bigquery, ansible, crossplane, kustomize, chaos engineering, identity aware proxy, vertex ai, route 53, telepresence, buildkite dans des environnements travel. J'apporte adaptability, agile, consulting, communication, resilience. Certifications: Aucune certification formelle. Resultat cle: amelioration des resultats de 15% a 23%.","Poste Java Developer mid dans le secteur travel. Required: telepresence, clean architecture, argo workflows, route 53, kustomize, onion architecture, graphql federation, chaos engineering. Nice to have: kustomize, fastify, onion architecture, symfony, clean architecture, redshift. Soft skills attendues: planning, accountability, analytical thinking, creativity. Contexte: equipe produit distribuee. Localisation: Bruxelles.",1,1.0,"[""argo workflows"", ""dynamodb"", ""bigquery"", ""ansible"", ""crossplane"", ""kustomize"", ""chaos engineering"", ""identity aware proxy"", ""vertex ai"", ""route 53"", ""telepresence"", ""buildkite""]","[""adaptability"", ""agile"", ""consulting"", ""communication"", ""resilience""]","[""argo workflows"", ""identity aware proxy"", ""chaos engineering"", ""telepresence"", ""dynamodb"", ""buildkite"", ""crossplane"", ""route 53"", ""kustomize"", ""fastify"", ""onion architecture"", ""symfony"", ""clean architecture"", ""redshift"", ""graphql federation""]","[""planning"", ""accountability"", ""analytical thinking"", ""creativity"", ""consulting""]",Backend Development,mid,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
8522,"PROFILE
Android Developer with 4 years of experience in Mobile Development, based in Nantes.

EXPERIENCE
Worked in banking. Main stack: app store connect, react query, serverless framework, blazor, sinatra, web components, gatsby, echo, rollup, beego, parcel, bluetooth low energy. Delivered amelioration des resultats de 14% a 22%.

SKILLS
app store connect, react query, serverless framework, blazor, sinatra, web components, gatsby, echo, rollup, beego, parcel, bluetooth low energy

SOFT SKILLS
communication, quality mindset, consulting, critical thinking, cooperation

CERTIFICATIONS
aws certified cloud practitioner","Nous recrutons un iOS Developer en Mobile Development. Competences obligatoires: blazor, framer motion, sinatra, app store connect, next.js, apache struts, native script, web components. Nice to have: beego, apache struts, ios sdk, native script, bff, backbone.js. Le profil ideal demontre coaching, creativity, critical thinking, adaptation. Localisation: Nantes.",1,1.0,"[""app store connect"", ""react query"", ""serverless framework"", ""blazor"", ""sinatra"", ""web components"", ""gatsby"", ""echo"", ""rollup"", ""beego"", ""parcel"", ""bluetooth low energy"", ""coldfusion"", ""apache struts""]","[""communication"", ""quality mindset"", ""consulting"", ""critical thinking"", ""cooperation""]","[""app store connect"", ""sinatra"", ""echo"", ""blazor"", ""web components"", ""serverless framework"", ""rollup"", ""react query"", ""beego"", ""apache struts"", ""ios sdk"", ""native script"", ""bff"", ""backbone.js"", ""framer motion"", ""next.js""]","[""coaching"", ""creativity"", ""critical thinking"", ""adaptation"", ""teamwork""]",Mobile Development,mid,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
8523,"Professionnel Android Developer avec 7 ans d'experience en Mobile Developpment. J'ai travaille sur chart.js, remix, svelte, openapi, grpc, tailwind css, sass, qwik, healthkit, bootstrap, swagger, gatsby dans des environnements gaming. J'apporte teamwork, quality mindset, autonomy, active listening, communication. Certifications: cdpse. Resultat cle: amelioration des resultats de 17% a 25%.","Startup recherche un Mobile Engineer. Must have: healthkit, rails, ant design, spring boot, mapkit, tailwind css, graphql api, azure functions, sass, swagger. Bonus: rails, mapkit, spring boot, azure functions, kotlin, graphql api. Le poste demande change management, active listening, accountability, quality mindset. Domaine: Mobile Development. Lieu: Bruxelles.",1,1.0,"[""chart.js"", ""remix"", ""svelte"", ""openapi"", ""grpc"", ""tailwind css"", ""sass"", ""qwik"", ""healthkit"", ""bootstrap"", ""swagger"", ""gatsby"", ""ant design"", ""cordova""]","[""teamwork"", ""quality mindset"", ""autonomy"", ""active listening"", ""communication"", ""cooperation""]","[""ant design"", ""gatsby"", ""swagger"", ""qwik"", ""tailwind css"", ""healthkit"", ""remix"", ""grpc"", ""sass"", ""cordova"", ""rails"", ""mapkit"", ""spring boot"", ""azure functions"", ""kotlin"", ""graphql api""]","[""change management"", ""active listening"", ""accountability"", ""quality mindset"", ""analytical thinking"", ""cooperation""]",Mobile Development,senior,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
8524,"Infrastructure Engineer | DevOps / Cloud Engineering | 7 ans | Casablanca | stack: opa, rancher, internal developer platform, azure devops, waf, operations suite, guardduty, calico, istio, s3, azure policy, load balancing | soft: communication, collaboration, agile, business acumen, problem solving | certs: azure security engineer associate","Grand compte recherche un UX Engineer senior pour une equipe Product / UX Engineering. Competences requises: three.js, svelte, linear, wireframing, solidjs, semantic layer, git, zustand, chakra ui, cohort analysis. Competences appreciees: wireframing, linear, jira, gitlab, tailwind css, power query. Soft skills: change management, accountability, autonomy, communication. Contexte: plateforme cloud, secteur retail, localisation Casablanca.",0,0.0,"[""opa"", ""rancher"", ""internal developer platform"", ""azure devops"", ""waf"", ""operations suite"", ""guardduty"", ""calico"", ""istio"", ""s3"", ""azure policy"", ""load balancing""]","[""communication"", ""collaboration"", ""agile"", ""business acumen"", ""problem solving"", ""accountability""]","[""cohort analysis"", ""three.js"", ""proto.io"", ""svelte"", ""react"", ""solidjs"", ""semantic layer"", ""git"", ""zustand"", ""chakra ui"", ""wireframing"", ""linear""]","[""change management"", ""accountability"", ""autonomy"", ""communication"", ""agile"", ""active listening""]",Product / UX Engineering,senior,domaine different ou ecarts importants sur les competences critiques,medium
8525,"PROFIL
SRE junior en Platform / SRE / Observability, base a Paris, avec 2 ans d'experiance.

EXPERIENCE
Missions dans le secteur banking. Stack principale: cilium, feature flags, crossplane, canary release, distributed tracing, splunk, docker compose, grafana, nix. Resultats: amelioration des resultats de 12% a 20%.

COMPETENCES
cilium, feature flags, crossplane, canary release, distributed tracing, splunk, docker compose, grafana, nix

SOFT SKILLS
agile, ownership, coaching, accountability

CERTIFICATIONS
azure solutions architect expert, aws certified devops engineer professional","Startup recherche un Application Security Engineer. Must have: load balancer, feature flags, docker, cilium, http/https, nix. Bonus: docker, threat modeling, load balancer, http/https, rbac, tcp/ip. Le poste demande communication, adaptation, analytical thinking, accountability. Domaine: Cybersecurity / AppSec. Lieu: Paris.",1,1.0,"[""cilium"", ""feature flags"", ""crossplane"", ""canary release"", ""distributed tracing"", ""splunk"", ""docker compose"", ""grafana"", ""nix""]","[""agile"", ""ownership"", ""coaching"", ""accountability""]","[""distributed tracing"", ""feature flags"", ""cilium"", ""docker compose"", ""nix"", ""grafana"", ""docker"", ""threat modeling"", ""load balancer"", ""http/https"", ""rbac"", ""tcp/ip""]","[""communication"", ""adaptation"", ""analytical thinking"", ""accountability""]",Cybersecurity / AppSec,junior,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
8526,"PROFIL
Technical Lead senior en Software Architecture / Technical Leadership, base a Dakar, avec 8 ans d'experience.

EXPERIENCE
Missions dans le secteur manufacturing. Stack principale: grpc, rails, beego, docker compose, backstage, rocket, wsdl, slos, system design, root cause analysis, node.js, oracle integration cloud. Resultats: amelioration des resultats de 18% a 26%.

COMPETENCES
grpc, rails, beego, docker compose, backstage, rocket, wsdl, slos, system design, root cause analysis, node.js, oracle integration cloud

SOFT SKILLS
consulting, analytical thinking, coaching, adaptation, agile

CERTIFICATIONS
Aucune certification formelle","Grand compte recherche un ETL Developer senior pour une equipe Data Engineering / Analytics Engineering. Competences requises: cloud functions, fortran, flink, powershell, c++, dagster, perl, julia, duckdb, c#. Competences appreciees: julia, dagster, cloud functions, firebase hosting, delta lake, informatica. Soft skills: ownership, accountability, analytical thinking, organization. Contexte: editeur SaaS, secteur manufacturing, localisation Dakar.",0,0.0,"[""grpc"", ""rails"", ""beego"", ""docker compose"", ""backstage"", ""rocket"", ""wsdl"", ""slos"", ""system design"", ""root cause analysis"", ""node.js"", ""oracle integration cloud"", ""gin"", ""datadog""]","[""consulting"", ""analytical thinking"", ""coaching"", ""adaptation"", ""agile"", ""conflict resolution""]","[""prefect"", ""c++"", ""flink"", ""opencl"", ""c#"", ""powershell"", ""perl"", ""duckdb"", ""fortran"", ""assembly"", ""julia"", ""dagster"", ""cloud functions"", ""firebase hosting""]","[""ownership"", ""accountability"", ""analytical thinking"", ""organization"", ""adaptability"", ""consulting""]",Data Engineering / Analytics Engineering,senior,domaine different ou ecarts importants sur les competences critiques,medium
8527,"PROFIL
Application Security Engineer senior en Cybersecurity / AppSec, base a Montreal, avec 8 ans d'experience.

EXPERIENCE
Missions dans le secteur media. Stack principale: digital forensics, dast, secret scanning, ipv6, service mesh, red team, sftp, sso, hipaa, siem, vulnerability management, fortinet. Resultats: amelioration des resultats de 18% a 26%.

COMPETENCES
digital forensics, dast, secret scanning, ipv6, service mesh, red team, sftp, sso, hipaa, siem, vulnerability management, fortinet

SOFT SKILLS
critical thinking, communication, accountability, agile, consulting

CERTIFICATIONS
azure developer associate","Startup recherche un Observability Engineer. Must have: siem, secure coding, sso, fortinet, canary release, metrics, skaffold, openshift, secret scanning, jenkins. Bonus: service mesh, jenkins, skaffold, macos, canary release, gateway api. Le poste demande resilience, cooperation, collaboration, systems thinking. Domaine: Platform / SRE / Observability. Lieu: Montreal.",1,1.0,"[""digital forensics"", ""dast"", ""secret scanning"", ""ipv6"", ""service mesh"", ""red team"", ""sftp"", ""sso"", ""hipaa"", ""siem"", ""vulnerability management"", ""fortinet"", ""openshift"", ""secure coding"", ""ssh""]","[""critical thinking"", ""communication"", ""accountability"", ""agile"", ""consulting"", ""coaching""]","[""sftp"", ""secure coding"", ""digital forensics"", ""ipv6"", ""siem"", ""fortinet"", ""secret scanning"", ""openshift"", ""sso"", ""hipaa"", ""service mesh"", ""jenkins"", ""skaffold"", ""macos"", ""canary release"", ""gateway api"", ""metrics""]","[""resilience"", ""cooperation"", ""collaboration"", ""systems thinking"", ""adaptability"", ""accountability""]",Platform / SRE / Observability,senior,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
8528,"PROFIL
Observability Engineer junior en Platform / SRE / Observability, base a Montreal, avec 0 ans d'experience.

EXPERIENCE
Missions dans le secteur retail. Stack principale: gitlab ci, macos, ubuntu, splunk, canary release, rancher, jenkins, error budgets. Resultats: amelioration des resultats de 10% a 18%.

COMPETENCES
gitlab ci, macos, ubuntu, splunk, canary release, rancher, jenkins, error budgets

SOFT SKILLS
resilience, collaboration, agile, consulting

CERTIFICATIONS
aws certified solutions architect professional, aws certified machine learning specialty","Grand compte recherche un Platform Engineer junior pour une equipe Platform / SRE / Observability. Competences requises: ubuntu, error budgets, consul, terragrunt, istio, knative. Competences appreciees: istio, opsgenie, knative, terragrunt, consul, podman. Soft skills: creativity, systems thinking, coaching, attention to detail. Contexte: scale-up internationale, secteur retail, localisation Montreal.",1,1.0,"[""gitlab ci"", ""macos"", ""ubuntu"", ""splunk"", ""canary release"", ""rancher"", ""jenkins"", ""error budgets""]","[""resilience"", ""collaboration"", ""agile"", ""consulting""]","[""ubuntu"", ""jenkins"", ""error budgets"", ""rancher"", ""gitlab ci"", ""macos"", ""istio"", ""opsgenie"", ""knative"", ""terragrunt"", ""consul"", ""podman""]","[""creativity"", ""systems thinking"", ""coaching"", ""attention to detail""]",Platform / SRE / Observability,junior,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
8529,"Design Technologist | Product / UX Engineering | 1 ans | Bruxelles | stack: chart.js, lit, linear, kpis, information architecture, jquery, sveltekit, pinia, accessibility, radix ui, echarts | soft: accountability, collaboration, customer focus, cooperation | certs: aws certified solutions architect professional, azure administrator associate","Grand compte recherche un Frontend Engineer junior pour une equipe Frontend Development. Competences requises: whimsical, react query, radix ui, locust, kpis, sveltekit. Competences appreciees: solidjs, sveltekit, react query, ember.js, locust, adobe xd. Soft skills: attention to detail, accountability, agile, adaptability. Contexte: editeur SaaS, secteur edtech, localisation Bruxelles.",1,0.5,"[""chart.js"", ""lit"", ""linear"", ""kpis"", ""information architecture"", ""jquery"", ""sveltekit"", ""pinia"", ""accessibility"", ""radix ui"", ""echarts""]","[""accountability"", ""collaboration"", ""customer focus"", ""cooperation""]","[""chart.js"", ""jquery"", ""kpis"", ""accessibility"", ""whimsical"", ""radix ui"", ""solidjs"", ""sveltekit"", ""react query"", ""ember.js"", ""locust""]","[""attention to detail"", ""accountability"", ""agile"", ""adaptability""]",Frontend Development,junior,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
8530,"Professionnel UX Engineer avec 7 ans d'experience en Product / UX Engineering. J'ai travaille sur draw.io, lit, svelte, shadcn/ui, vite, principle, metabase, mobx, next.js, webpack, emotion, maze dans des environnements manufacturing. J'apporte business acumen, critical thinking, communication, facilitation, change management. Certifications: Aucune certification formelle. Resultat cle: amelioration des resultats de 17% a 25%.","Grand compte recherche un Product Designer senior pour une equipe Product / UX Engineering. Competences requises: vite, webpack, draw.io, backbone.js, gatsby, user research, maze, bulma, lit, shadcn/ui. Competences appreciees: bulma, prototyping, monday.com, user research, backbone.js, gatsby. Soft skills: facilitation, adaptability, accountability, adaptation. Contexte: equipe produit distribuee, secteur manufacturing, localisation Remote.",1,1.0,"[""draw.io"", ""lit"", ""svelte"", ""shadcn/ui"", ""vite"", ""principle"", ""metabase"", ""mobx"", ""next.js"", ""webpack"", ""emotion"", ""maze"", ""obsidian"", ""invision""]","[""business acumen"", ""critical thinking"", ""communication"", ""facilitation"", ""change management"", ""consulting""]","[""principle"", ""metabase"", ""shadcn/ui"", ""vite"", ""obsidian"", ""draw.io"", ""webpack"", ""lit"", ""maze"", ""invision"", ""bulma"", ""prototyping"", ""monday.com"", ""user research"", ""backbone.js"", ""gatsby""]","[""facilitation"", ""adaptability"", ""accountability"", ""adaptation"", ""conflict resolution"", ""active listening""]",Product / UX Engineering,senior,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
8531,"Solutions Architect | Software Architecture / Technical Leadership | 0 ans | Lyon | stack: tornado, laravel, fastapi, opentelemetry, kong, event-driven architecture, websocket, caching, new relic, gateway api, platform engineering, cloudformation | soft: adaptation, change management, analytical thinking, critical thinking | certs: cisco ccna","Grand compte recherche un Java Developer junior pour une equipe Backend Development. Competences requises: play framework, cloudformation, tornado, beego, caching, bigquery. Competences appreciees: cloudformation, opentelemetry, tornado, bigquery, vertica, openapi. Soft skills: accountability, systems thinking, collaboration, agile. Contexte: plateforme cloud, secteur gaming, localisation Lyon.",1,1.0,"[""tornado"", ""laravel"", ""fastapi"", ""opentelemetry"", ""kong"", ""event-driven architecture"", ""websocket"", ""caching"", ""new relic"", ""gateway api"", ""platform engineering"", ""cloudformation""]","[""adaptation"", ""change management"", ""analytical thinking"", ""critical thinking""]","[""event-driven architecture"", ""platform engineering"", ""gateway api"", ""new relic"", ""caching"", ""kong"", ""cloudformation"", ""opentelemetry"", ""tornado"", ""bigquery"", ""vertica"", ""openapi"", ""beego"", ""play framework"", ""fauna""]","[""accountability"", ""systems thinking"", ""collaboration"", ""agile""]",Backend Development,junior,"alignement fort sur le domaine, la stack et le niveau d'experience",hard
8532,"ML Engineer | Data Science / ML Engineering | 4 ans | Dakar | stack: ruby, survival analysis, dataflow, python, bash, jax, airflow, semantic layer, t-sql, ensemble learning, julia, delta lake | soft: attention to detail, consulting, agile, conflict resolution, coaching | certs: aws certified solutions architect professional","Grand compte recherche un LLM Engineer mid pour une equipe AI / NLP / LLM Engineering. Competences requises: airflow, guardrails, symfony, sql, fine-tuning, mlflow, prompt chaining, julia. Competences appreciees: rocket, agents, c++, codeigniter, openrouter, symfony. Soft skills: change management, autonomy, documentation, consulting. Contexte: plateforme cloud, secteur manufacturing, localisation Dakar.",1,0.5,"[""ruby"", ""survival analysis"", ""dataflow"", ""python"", ""bash"", ""jax"", ""airflow"", ""semantic layer"", ""t-sql"", ""ensemble learning"", ""julia"", ""delta lake"", ""classification"", ""active learning"", ""guardrails"", ""anomaly detection"", ""openapi"", ""sql"", ""mlflow""]","[""attention to detail"", ""consulting"", ""agile"", ""conflict resolution"", ""coaching""]","[""python"", ""sql"", ""classification"", ""julia"", ""mlflow"", ""airflow"", ""jax"", ""guardrails"", ""rocket"", ""agents"", ""c++"", ""codeigniter"", ""openrouter"", ""symfony"", ""prompt chaining"", ""fine-tuning"", ""unsupervised learning"", ""c"", ""weights & biases""]","[""change management"", ""autonomy"", ""documentation"", ""consulting"", ""cooperation""]",AI / NLP / LLM Engineering,mid,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
8533,"PROFIL
Observability Engineer mid en Platform / SRE / Observability, base a Nantes, avec 4 ans d'experience.

EXPERIENCE
Missions dans le secteur healthtech. Stack principale: travis ci, docker, incident response, jenkins, linux, aws cdk, red hat, capacity planning, metrics, helm, saltstack, windows server. Resultats: amelioration des resultats de 14% a 22%.

COMPETENCES
travis ci, docker, incident response, jenkins, linux, aws cdk, red hat, capacity planning, metrics, helm, saltstack, windows server

SOFT SKILLS
business acumen, cooperation, adaptability, critical thinking, communication

CERTIFICATIONS
aws certified data engineer associate, astronomer airflow certification","Poste DevOps Engineer mid dans le secteur healthtech. Required: serverless framework, gateway api, ansible, jenkins, docker, red hat, metrics, tekton. Nice to have: metrics, alpine linux, serverless framework, tekton, ansible, kubernetes, cobol, adobe flash, blockchain, ar/vr. Soft skills attendues: consulting, change management, coaching, ownership. Contexte: grand groupe. Localisation: Nantes.",1,1.0,"[""travis ci"", ""docker"", ""incident response"", ""jenkins"", ""linux"", ""aws cdk"", ""red hat"", ""capacity planning"", ""metrics"", ""helm"", ""saltstack"", ""windows server"", ""traefik""]","[""business acumen"", ""cooperation"", ""adaptability"", ""critical thinking"", ""communication""]","[""red hat"", ""jenkins"", ""aws cdk"", ""saltstack"", ""travis ci"", ""helm"", ""docker"", ""traefik"", ""metrics"", ""alpine linux"", ""serverless framework"", ""tekton"", ""ansible"", ""kubernetes"", ""gateway api""]","[""consulting"", ""change management"", ""coaching"", ""ownership"", ""business acumen""]",DevOps / Cloud Engineering,mid,"alignement fort sur le domaine, la stack et le niveau d'experience",hard
8534,"PROFIL
Frontend Engineer junior en Frontend Development, base a Toulouse, avec 2 ans d'experience.

EXPERIENCE
Missions dans le secteur healthtech. Stack principale: accessibility, vue.js, mocha, astro, framer, performance testing, integration testing, ant design, soak testing, typescript. Resultats: amelioration des resultats de 12% a 20%.

COMPETENCES
accessibility, vue.js, mocha, astro, framer, performance testing, integration testing, ant design, soak testing, typescript

SOFT SKILLS
autonomy, accountability, cooperation, teamwork

CERTIFICATIONS
ccsp","Poste Design Technologist junior dans le secteur healthtech. Required: backbone.js, framer, vue.js, zustand, astro, slack. Nice to have: astro, looker studio, obsidian, zustand, confluence, slack, cobol, adobe flash, blockchain, ar/vr. Soft skills attendues: change management, active listening, consulting, autonomy. Contexte: scale-up internationale. Localisation: Toulouse.",1,1.0,"[""accessibility"", ""vue.js"", ""mocha"", ""astro"", ""framer"", ""performance testing"", ""integration testing"", ""ant design"", ""soak testing"", ""typescript""]","[""autonomy"", ""accountability"", ""cooperation"", ""teamwork""]","[""accessibility"", ""mocha"", ""framer"", ""performance testing"", ""vue.js"", ""typescript"", ""astro"", ""looker studio"", ""obsidian"", ""zustand"", ""confluence"", ""slack"", ""backbone.js""]","[""change management"", ""active listening"", ""consulting"", ""autonomy""]",Product / UX Engineering,junior,"alignement fort sur le domaine, la stack et le niveau d'experience",hard
8535,"Data Scientist | Data Science / ML Engineering | 1 ans | Remote | stack: perl, lightgbm, xgboost, databricks, catboost, cross validation, mode analytics, swift, mulesoft, r, metabase | soft: active listening, analytical thinking, collaboration, adaptation | certs: aws certified developer","Poste Applied Scientist junior dans le secteur media. Required: databricks, iceberg, go, athena, catboost, funnel analysis. Nice to have: r, perl, go, iceberg, athena, machine learning. Soft skills attendues: experimentation, coaching, attention to detail, adaptation. Contexte: equipe produit distribuee. Localisation: Remote.",1,1.0,"[""perl"", ""lightgbm"", ""xgboost"", ""databricks"", ""catboost"", ""cross validation"", ""mode analytics"", ""swift"", ""mulesoft"", ""r"", ""metabase""]","[""active listening"", ""analytical thinking"", ""collaboration"", ""adaptation""]","[""databricks"", ""lightgbm"", ""mulesoft"", ""catboost"", ""metabase"", ""xgboost"", ""r"", ""perl"", ""go"", ""iceberg"", ""athena"", ""machine learning"", ""funnel analysis"", ""ensemble learning""]","[""experimentation"", ""coaching"", ""attention to detail"", ""adaptation""]",Data Science / ML Engineering,junior,"alignement fort sur le domaine, la stack et le niveau d'experience",easy
8536,"PROFILE
Cloud Engineer with 1 years of experience in DevOps / Cloud Engineering, based in Nantes.

EXPERIENCE
Worked in e-commerce. Main stack: policy as code, calico, azure kubernetes service, tekton, elb, canary release, compute engine, iam, crossplane. Delivered amelioration des resultats de 11% a 19%.

SKILLS
policy as code, calico, azure kubernetes service, tekton, elb, canary release, compute engine, iam, crossplane

SOFT SKILLS
attention to detail, communication, coaching, adaptation

CERTIFICATIONS
aws certified data engineer associate, cisco ccnp, astronomer airflow certification","Nous recrutons un API Engineer en Backend Development. Competences obligatoires: spring cloud, sns, azure kubernetes service, software architecture, db2, tekton. Nice to have: couchdb, yugabytedb, db2, sns, firebird, dynamodb. Le profil ideal demontre active listening, adaptation, collaboration, planning. Localisation: Nantes.",1,0.5,"[""policy as code"", ""calico"", ""azure kubernetes service"", ""tekton"", ""elb"", ""canary release"", ""compute engine"", ""iam"", ""crossplane""]","[""attention to detail"", ""communication"", ""coaching"", ""adaptation""]","[""azure kubernetes service"", ""tekton"", ""policy as code"", ""compute engine"", ""software architecture"", ""spring cloud"", ""couchdb"", ""yugabytedb"", ""db2"", ""sns""]","[""active listening"", ""adaptation"", ""collaboration"", ""planning""]",Backend Development,junior,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
8537,"SOC Analyst | Cybersecurity / AppSec | 3 ans | Lyon | stack: purple team, crossplane, argocd, vulnerability management, devsecops, telepresence, hipaa, phishing analysis, threat intelligence, docker compose, vpn | soft: critical thinking, adaptation, communication, creativity, consulting | certs: azure developer associate","Poste Systems Administrator mid dans le secteur manufacturing. Required: sre, cdn, threat intelligence, purple team, endpoint protection, bamboo, casb, buildkite. Nice to have: cdn, endpoint protection, casb, dns, bamboo, data loss prevention. Soft skills attendues: conflict resolution, analytical thinking, coaching, active listening. Contexte: plateforme cloud. Localisation: Lyon.",1,0.5,"[""purple team"", ""crossplane"", ""argocd"", ""vulnerability management"", ""devsecops"", ""telepresence"", ""hipaa"", ""phishing analysis"", ""threat intelligence"", ""docker compose"", ""vpn""]","[""critical thinking"", ""adaptation"", ""communication"", ""creativity"", ""consulting""]","[""hipaa"", ""threat intelligence"", ""vulnerability management"", ""purple team"", ""bamboo"", ""buildkite"", ""sre"", ""business continuity"", ""cdn"", ""endpoint protection"", ""casb""]","[""conflict resolution"", ""analytical thinking"", ""coaching"", ""active listening"", ""critical thinking""]",Networking / Systems Administration,mid,profil transferable avec recouvrement partiel des competences et technologies connexes,hard
